Geo_FILEID,state,Geo_LOGRECNO,state_fips,county_fips,tract,GEOID,tract_id,county,fips,total_pop,pop_sqmile,total_u5,total_u18,pct_u5,pct_u18,over_65,pct_over_65,med_age,med_age_m,med_age_f,total_wht,total_blk,total_asian,pct_wht,pct_blk,pct_asian,total_hispanic,pct_hispanic,no_hs,pct_no_hs,pct_unemploy,hh_single_parent,pct_hh_sf,med_hh_income,hh_ss,pct_hh_ss,med_year,med_home_value,med_gross_rent,X18_64_pov,pct_18_64_pov,X65_pov,pct_65_pov,blk_pov,pct_blk_pov,rental_units,no_car,pct_no_car,no_health_ins,pct_no_health_ins,no_internet,per_no_internet,no_computer,per_no_computer,mh,pct_mh,cost_burdened,pct_rent,count_property,count_floodfactor1,count_floodfactor2,count_floodfactor3,count_floodfactor4,count_floodfactor5,count_floodfactor6,count_floodfactor7,count_floodfactor8,count_floodfactor9,count_floodfactor10,min_risk,moderate_risk,major_risk,sev_risk,extreme_risk
ACSSF,nc,4640,37,89,930302,14000US37089930302,9303.02,Henderson County,37089930302,4112,526.7648,303,793,7.37,19.29,887,21.57,42.8,44.1,42.7,3765,206,0,91.56,5.01,0,722,17.56,623,20.34,9.8,309,20.37,48945,704,46.41,1991,151700,731,287,11.8,86,9.7,0,0,430,44,2.9,499,12.14,183,12.06,100,6.59,634,39.67,45.12,28.35,1765,1581,0,16,19,11,15,21,45,49,8,0.895750708,0.019830028,0.014730878,0.037393768,0.032294618
ACSSF,nc,4641,37,89,930401,14000US37089930401,9304.01,Henderson County,37089930401,2640,449.6631,151,435,5.72,16.48,637,24.13,46.1,46.1,46.1,2295,77,0,86.93,2.92,0,465,17.61,341,16.56,0.34,192,17.27,55754,486,43.71,1985,207900,686,110,7.02,28,4.4,0,0,169,13,1.17,653,24.73,137,12.32,110,9.89,196,15.82,11.24,15.2,1516,1338,0,8,13,15,11,13,35,60,23,0.882585752,0.013852243,0.017150396,0.031662269,0.05474934
ACSSF,nc,4642,37,89,930402,14000US37089930402,9304.02,Henderson County,37089930402,3277,346.5533,149,587,4.55,17.91,1167,35.61,54.1,46.6,57.8,2904,24,32,88.62,0.73,0.98,478,14.59,288,11.33,3.29,153,10.48,44873,876,60,1992,165400,709,250,16.74,54,4.63,0,0,396,96,6.58,394,12.03,282,19.32,173,11.85,708,40.78,46.72,27.12,1618,1407,0,8,19,7,19,15,27,76,40,0.869592089,0.016687268,0.016069221,0.025957973,0.071693449
ACSSF,nc,4643,37,89,930501,14000US37089930501,9305.01,Henderson County,37089930501,4726,646.6812,357,1071,7.55,22.66,1072,22.68,41.2,38.4,46.3,3965,628,7,83.9,13.29,0.15,370,7.83,281,8.54,4.03,273,15.5,75865,855,48.55,1988,273100,913,211,8.22,53,5.11,25,4.03,605,102,5.79,439,9.39,324,18.4,230,13.06,233,10.68,25.62,34.36,2225,1905,4,23,39,54,22,22,54,78,24,0.857977528,0.027865169,0.034157303,0.034157303,0.045842697
ACSSF,nc,4644,37,89,930502,14000US37089930502,9305.02,Henderson County,37089930502,5226,404.6047,279,1150,5.34,22.01,1150,22.01,41.9,41.6,42.2,4881,143,0,93.4,2.74,0,208,3.98,347,9.2,2.73,251,11.6,58228,800,36.97,1999,253000,1043,193,6.6,50,4.35,18,12.59,299,13,0.6,371,7.1,295,13.63,228,10.54,337,14.53,53.51,13.82,2550,2087,3,31,38,37,53,44,73,149,35,0.819607843,0.027058824,0.035294118,0.045882353,0.072156863
ACSSF,nc,4645,37,89,930600,14000US37089930600,9306,Henderson County,37089930600,5415,1254.112,254,934,4.69,17.25,1350,24.93,43,42.6,44.2,4756,166,241,87.83,3.07,4.45,232,4.28,202,5.03,2,295,12.67,64470,802,34.44,1997,241900,1150,333,10.65,61,4.77,0,0,587,0,0,446,8.35,342,14.68,235,10.09,219,8.81,33.56,25.2,2017,1713,0,14,22,16,51,44,75,76,6,0.849281111,0.01784829,0.03321765,0.058998513,0.040654437
ACSSF,nc,4646,37,89,930701,14000US37089930701,9307.01,Henderson County,37089930701,3547,174.3251,166,732,4.68,20.64,945,26.64,48.6,46.9,51.7,3170,178,174,89.37,5.02,4.91,72,2.03,226,8.23,0.67,86,5.69,87045,622,41.14,1997,335200,925,85,4.55,11,1.16,10,5.62,140,0,0,215,6.06,89,5.89,45,2.98,206,11.79,19.29,9.26,2337,2023,0,12,22,24,27,25,42,103,59,0.865639709,0.014548567,0.02182285,0.028669234,0.069319641
ACSSF,nc,4647,37,89,930702,14000US37089930702,9307.02,Henderson County,37089930702,4924,192.0985,220,1047,4.47,21.26,997,20.25,45.8,44.4,47.3,4492,43,61,91.23,0.87,1.24,65,1.32,248,7.14,6.92,185,9.85,72681,665,35.41,1988,284000,1026,203,7.05,80,8.02,0,0,366,113,6.02,593,12.07,290,15.44,261,13.9,320,16.24,49.45,19.49,2756,2314,2,20,34,49,37,35,83,116,66,0.840348331,0.019593614,0.031204644,0.042815675,0.066037736
ACSSF,nc,4648,37,89,930703,14000US37089930703,9307.03,Henderson County,37089930703,5792,502.378,365,1026,6.3,17.71,1673,28.88,50.5,50.7,50.5,5110,61,103,88.23,1.05,1.78,479,8.27,529,11.9,6.81,230,8.88,61698,1195,46.14,1995,242400,1126,184,5.95,19,1.14,0,0,400,80,3.09,329,5.68,232,8.96,130,5.02,472,16.82,62.75,15.44,3139,2682,5,44,50,39,56,46,68,114,35,0.856005097,0.029945843,0.030264415,0.036317299,0.047467346
ACSSF,nc,4649,37,89,930800,14000US37089930800,9308,Henderson County,37089930800,5349,885.1145,165,1062,3.08,19.85,899,16.81,40,44.5,39,4650,41,0,86.93,0.77,0,1207,22.56,412,10.91,4.06,188,8.56,50811,593,26.99,1978,244200,938,422,12.54,70,8.42,12,37.5,669,83,3.78,1167,22.19,208,9.47,150,6.83,294,12.92,58.74,30.45,2405,2076,2,18,31,26,34,61,60,92,5,0.864033264,0.02037422,0.024948025,0.05031185,0.04033264
ACSSF,nc,4650,37,89,930900,14000US37089930900,9309,Henderson County,37089930900,2962,997.9564,81,427,2.73,14.42,659,22.25,45.1,36.6,51.4,2647,59,0,89.37,1.99,0,199,6.72,94,4.16,0,177,13.46,69805,537,40.84,1969,225700,1029,101,5.38,44,6.68,20,33.9,318,20,1.52,238,8.04,90,6.84,61,4.64,0,0,45.6,24.18,1829,1587,0,17,14,11,34,23,27,103,13,0.867687261,0.016949153,0.024603609,0.027337343,0.063422635
ACSSF,nc,4651,37,89,931000,14000US37089931000,9310,Henderson County,37089931000,5196,714.0203,68,960,1.31,18.48,1873,36.05,50.7,47.5,54.3,4485,226,96,86.32,4.35,1.85,485,9.33,602,14.75,6.24,385,16.23,37875,1165,49.11,1985,182900,945,589,25.21,91,5.67,81,44.51,1226,415,17.5,545,11.12,462,19.48,418,17.62,228,8.72,46.65,51.69,2308,1906,1,16,47,39,32,44,56,94,73,0.826256499,0.02729636,0.030762565,0.043327556,0.072357019
ACSSF,nc,4652,37,89,931100,14000US37089931100,9311,Henderson County,37089931100,2009,1574.13,113,314,5.62,15.63,411,20.46,44.9,45,44.9,1391,438,55,69.24,21.8,2.74,207,10.3,92,6.08,0.68,165,16.91,55217,349,35.76,1966,237700,960,60,4.67,21,5.11,137,31.28,395,40,4.1,356,17.72,152,15.57,72,7.38,36,2.96,29.36,40.47,1097,910,1,11,27,17,19,21,32,44,15,0.830446673,0.034639927,0.032816773,0.048313582,0.053783045
ACSSF,nc,4653,37,89,931200,14000US37089931200,9312,Henderson County,37089931200,2264,2278.266,38,443,1.68,19.57,463,20.45,46.2,50.3,44.6,1894,207,19,83.66,9.14,0.84,152,6.71,140,8,0.5,159,14.71,37930,400,37,1961,203200,765,168,13.76,141,30.45,55,33.74,606,101,9.34,276,12.98,85,7.86,79,7.31,0,0,51.48,56.06,1215,964,0,13,22,15,63,38,46,48,6,0.793415638,0.028806584,0.064197531,0.069135802,0.044444444
ACSSF,nc,4654,37,89,931300,14000US37089931300,9313,Henderson County,37089931300,4184,1610.284,340,998,8.13,23.85,661,15.8,41.3,42.1,41.3,3270,354,61,78.15,8.46,1.46,1082,25.86,402,13.98,0.29,402,22.5,49375,604,33.8,1972,196400,980,601,23.8,55,8.32,0,0,806,94,5.26,723,17.28,258,14.44,153,8.56,330,16.52,37.71,45.1,1491,1221,0,20,24,17,42,32,40,69,26,0.818913481,0.029510396,0.039570758,0.048289738,0.063715627
ACSSF,nc,4655,37,89,931401,14000US37089931401,9314.01,Henderson County,37089931401,3675,738.0229,66,921,1.8,25.06,450,12.24,35.1,37.2,30.8,2999,244,97,81.61,6.64,2.64,827,22.5,170,7.41,11.63,380,31.17,49621,433,35.52,1986,169400,884,259,11.24,47,10.9,89,37.55,498,40,3.28,1133,30.99,65,5.33,48,3.94,405,31.2,29.52,40.85,1473,1318,0,18,18,11,30,18,20,30,10,0.894772573,0.024439919,0.027834352,0.025797692,0.027155465
ACSSF,nc,4656,37,89,931402,14000US37089931402,9314.02,Henderson County,37089931402,2632,1439.512,199,670,7.56,25.46,389,14.78,32.6,37.2,29.9,2363,44,0,89.78,1.67,0,429,16.3,206,12.97,0.58,134,12.45,34036,308,28.62,1993,251200,782,217,13.8,110,28.28,0,0,513,19,1.77,753,28.61,228,21.19,140,13.01,34,2.97,34.31,47.68,1229,1056,0,20,15,12,22,16,32,53,3,0.859235151,0.028478438,0.027664768,0.039056143,0.0455655
ACSSF,nc,4657,37,89,931500,14000US37089931500,9315,Henderson County,37089931500,3935,409.6174,153,462,3.89,11.74,1770,44.98,62.2,61.5,62.6,3755,55,3,95.43,1.4,0.08,179,4.55,87,2.6,5.23,97,5.37,94706,1107,61.23,1990,420300,1546,84,4.93,80,4.52,1,1.82,161,41,2.27,202,5.13,67,3.71,59,3.26,210,8.8,18.64,8.9,2565,2229,0,8,21,21,22,32,52,128,52,0.869005848,0.011306043,0.016764133,0.032748538,0.070175439
ACSSF,nc,4658,37,89,931600,14000US37089931600,9316,Henderson County,37089931600,5086,1037.515,463,1130,9.1,22.22,1489,29.28,53.5,44.7,55.4,4747,6,0,93.33,0.12,0,286,5.62,154,4.06,0.8,233,11.19,52479,1048,50.31,1972,235200,1005,243,9.91,37,2.68,0,0,487,0,0,681,13.72,177,8.5,79,3.79,52,2.44,43.53,23.38,2649,2232,0,18,25,16,43,44,60,162,49,0.842582106,0.016232541,0.022272556,0.039260098,0.079652699
ACSSF,nc,4659,37,89,931700,14000US37089931700,9317,Henderson County,37089931700,3264,828.7335,30,508,0.92,15.56,1043,31.95,58,56,58.1,3048,41,45,93.38,1.26,1.38,135,4.14,34,1.31,1.85,51,3.65,84630,695,49.79,1982,279900,NA,103,6.01,43,4.15,1,2.5,207,29,2.08,198,6.08,27,1.93,27,1.93,15,0.94,59.9,14.83,1900,1663,0,8,11,9,16,17,37,83,56,0.875263158,0.01,0.013157895,0.028421053,0.073157895
ACSSF,nc,4660,37,89,931801,14000US37089931801,9318.01,Henderson County,37089931801,3954,1137.821,113,517,2.86,13.08,1482,37.48,59.9,58.3,60.2,3605,27,208,91.17,0.68,5.26,180,4.55,44,1.34,1.71,122,6.67,74015,1061,57.98,1986,298700,1076,49,2.51,89,6.01,0,0,316,37,2.02,283,7.16,82,4.48,44,2.4,16,0.8,50.32,17.27,1749,1442,0,10,11,29,22,13,39,142,41,0.824471126,0.012006861,0.02915952,0.029731275,0.104631218
ACSSF,nc,4661,37,89,931802,14000US37089931802,9318.02,Henderson County,37089931802,4125,576.8682,98,461,2.38,11.18,1529,37.07,56.4,55.2,57.1,4008,43,3,97.16,1.04,7.00E-02,187,4.53,166,4.81,5.68,237,13.44,77396,885,50.2,1983,292000,920,135,6.37,114,7.84,0,0,183,26,1.47,344,8.54,170,9.64,64,3.63,88,4.22,26.23,10.38,2605,2232,0,13,29,27,27,28,60,139,50,0.85681382,0.016122841,0.020729367,0.03378119,0.072552783
ACSSF,nc,4662,37,89,931901,14000US37089931901,9319.01,Henderson County,37089931901,3775,205.3896,255,575,6.75,15.23,1404,37.19,59.5,58.1,60.2,3303,163,43,87.5,4.32,1.14,140,3.71,215,6.94,5.74,100,6.05,76250,913,55.23,1996,336200,913,160,8.91,7,0.5,0,0,187,45,2.72,382,10.12,79,4.78,55,3.33,284,13.84,48.66,11.31,3657,3165,0,9,19,38,46,40,74,169,97,0.865463495,0.007656549,0.022969647,0.031173093,0.072737216
ACSSF,nc,4663,37,89,931902,14000US37089931902,9319.02,Henderson County,37089931902,3526,149.6364,83,582,2.35,16.51,1084,30.74,58.2,58.3,58,3268,40,0,92.68,1.13,0,126,3.57,123,4.37,3.12,160,11.1,65882,856,59.36,1988,307100,941,190,10.22,72,6.64,0,0,111,8,0.55,278,7.88,143,9.92,80,5.55,147,8.03,30.63,7.7,2804,2302,0,16,30,33,39,27,58,183,116,0.820970043,0.016405136,0.025677603,0.030313837,0.106633381
ACSSF,nc,4664,37,89,932000,14000US37089932000,9320,Henderson County,37089932000,4383,71.24619,123,680,2.81,15.51,1090,24.87,50.1,48.8,51.5,4161,14,79,94.93,0.32,1.8,46,1.05,117,3.48,7.95,121,6.63,81351,773,42.33,1992,350000,1147,74,2.83,103,9.45,14,100,224,6,0.33,434,9.9,172,9.42,137,7.5,336,12.47,16.52,12.27,4710,3762,2,18,29,61,45,65,116,287,325,0.799150743,0.009978769,0.022505308,0.038428875,0.129936306
ACSSF,nc,4665,37,89,980100,14000US37089980100,9801,Henderson County,37089980100,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ACSSF,nc,4666,37,91,950101,14000US37091950101,9501.01,Hertford County,37091950101,3539,152.0589,87,431,2.46,12.18,660,18.65,39.3,27.8,43,1328,1975,4,37.52,55.81,0.11,174,4.92,257,12.59,16.79,262,21.71,47371,666,55.18,1979,102200,858,183,11.82,86,13.03,257,17.97,379,209,17.32,278,7.86,287,23.78,191,15.82,380,28.85,47.49,31.4,1611,1475,0,20,22,15,12,9,22,34,2,0.915580385,0.026070764,0.016759777,0.019242706,0.022346369
ACSSF,nc,4667,37,91,950102,14000US37091950102,9501.02,Hertford County,37091950102,3134,35.11929,141,736,4.5,23.48,740,23.61,47.5,47.4,47.9,1099,1902,0,35.07,60.69,0,64,2.04,361,16,4.19,267,19.22,42605,562,40.46,1971,57400,774,423,25.53,46,6.25,411,21.63,435,111,7.99,264,8.53,385,27.72,290,20.88,495,27.62,46.44,31.32,2780,2441,0,46,41,24,48,53,53,63,11,0.878057554,0.031294964,0.025899281,0.038129496,0.026618705
ACSSF,nc,4668,37,91,950201,14000US37091950201,9502.01,Hertford County,37091950201,2081,22.83903,43,310,2.07,14.9,669,32.15,55.5,55.5,55,755,1150,4,36.28,55.26,0.19,28,1.35,155,9.23,9.32,133,15.01,45769,475,53.61,1982,106800,664,268,24.32,57,8.52,139,12.11,197,63,7.11,203,9.75,172,19.41,48,5.42,431,38.07,44.16,22.23,2493,2179,1,42,46,22,28,23,62,69,21,0.874448456,0.035298837,0.020056157,0.034095467,0.036101083
ACSSF,nc,4669,37,91,950202,14000US37091950202,9502.02,Hertford County,37091950202,1927,68.4369,120,490,6.23,25.43,336,17.44,40.8,36.8,43.2,553,1174,30,28.7,60.92,1.56,70,3.63,211,15.69,5.79,205,25.98,40433,364,46.13,1979,86700,813,241,23.13,66,19.64,413,36.04,183,56,7.1,175,9.4,208,26.36,76,9.63,277,28.7,50.82,23.19,1766,1559,1,40,26,21,29,33,25,24,8,0.883352208,0.037372593,0.028312571,0.032842582,0.018120045
ACSSF,nc,4670,37,91,950300,14000US37091950300,9503,Hertford County,37091950300,3136,40.72761,249,679,7.94,21.65,593,18.91,42.9,37.7,43.9,1353,1751,0,43.14,55.84,0,0,0,302,14.7,3.06,292,25.61,44401,478,41.93,1983,87400,920,364,19.53,50,8.43,420,23.99,206,52,4.56,305,9.73,225,19.74,190,16.67,372,27.66,64.56,18.07,2388,2099,1,52,51,34,52,32,36,29,2,0.879396985,0.043132328,0.0360134,0.028475712,0.012981575
ACSSF,nc,4671,37,91,950401,14000US37091950401,9504.01,Hertford County,37091950401,3300,158.6408,192,707,5.82,21.42,728,22.06,39.2,34.4,42.9,1021,1958,101,30.94,59.33,3.06,72,2.18,468,19.76,3.95,318,24.8,45000,505,39.39,1975,127600,838,377,20.85,69,11.15,649,34.91,563,106,8.27,340,10.85,227,17.71,162,12.64,192,13.96,36.41,43.92,1708,1496,2,33,69,24,29,17,22,14,2,0.87704918,0.05971897,0.031030445,0.022833724,0.009367681
ACSSF,nc,4672,37,91,950402,14000US37091950402,9504.02,Hertford County,37091950402,3861,164.2995,143,767,3.7,19.87,747,19.35,41.6,40.6,42.3,1136,2485,50,29.42,64.36,1.3,152,3.94,518,18.84,14.37,396,25.55,36205,637,41.1,1969,91600,774,430,18.39,114,15.7,604,24.5,728,250,16.13,442,11.54,349,22.52,277,17.87,170,8.62,54.67,46.97,2883,2505,3,93,76,56,99,17,18,15,1,0.869927159,0.058619494,0.053763441,0.012140132,0.005549775
ACSSF,nc,4673,37,91,980000,14000US37091980000,9800,Hertford County,37091980000,1032,13436.29,0,0,0,0,15,1.45,40.5,40.5,NA,317,607,21,30.72,58.82,2.03,283,27.42,234,24.71,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACSSF,nc,4674,37,93,970104,14000US37093970104,9701.04,Hoke County,37093970104,4803,308.8494,418,1482,8.7,30.86,396,8.24,31.8,32.2,31.6,1884,1947,254,39.23,40.54,5.29,791,16.47,141,5.05,12.25,327,21.02,56833,374,24.04,2002,162400,1074,451,15.42,82,20.71,648,33.28,419,60,3.86,298,6.47,96,6.17,141,9.06,240,14.04,37.71,26.93,2224,2054,0,16,44,13,36,10,19,28,4,0.923561151,0.026978417,0.022032374,0.013039568,0.014388489
ACSSF,nc,4675,37,93,970105,14000US37093970105,9701.05,Hoke County,37093970105,5384,1684.729,487,1667,9.05,30.96,230,4.27,31.4,30.3,33,2146,2135,0,39.86,39.65,0,1038,19.28,164,4.81,3.42,278,14.9,62528,280,15.01,2004,208600,954,431,12.36,2,0.87,225,11.06,703,17,0.91,498,10.08,117,6.27,68,3.64,286,14.03,35.56,37.67,2061,1763,0,27,67,21,113,42,20,7,1,0.855409995,0.045608928,0.065016982,0.030082484,0.003881611
ACSSF,nc,4676,37,93,970106,14000US37093970106,9701.06,Hoke County,37093970106,5877,875.7904,340,1766,5.79,30.05,286,4.87,32.1,29.8,32.9,3645,1427,356,62.02,24.28,6.06,852,14.5,236,6.37,7.44,353,17.44,68000,388,19.17,2006,189300,1512,260,6.8,37,12.94,28,1.97,472,22,1.09,320,6.13,111,5.48,150,7.41,131,5.55,57.84,23.32,2440,2222,0,32,38,31,50,27,17,19,4,0.910655738,0.028688525,0.033196721,0.018032787,0.00942623
ACSSF,nc,4677,37,93,970107,14000US37093970107,9701.07,Hoke County,37093970107,7243,681.4677,862,2325,11.9,32.1,531,7.33,31.4,31.7,31.2,2870,3243,22,39.62,44.77,0.3,1087,15.01,593,13.11,8.6,407,18.9,65028,499,23.18,2002,159000,881,653,14.88,70,13.18,415,12.81,845,45,2.09,1030,14.99,188,8.73,295,13.7,681,26.65,43.9,39.25,3009,2735,0,38,69,19,52,41,20,31,4,0.908939847,0.035559987,0.023595879,0.020272516,0.011631771
ACSSF,nc,4678,37,93,970108,14000US37093970108,9701.08,Hoke County,37093970108,5116,551.6273,406,1372,7.94,26.82,424,8.29,34.9,34.4,37.1,3476,788,43,67.94,15.4,0.84,470,9.19,147,4.46,5.78,382,20.73,65694,454,24.63,1996,142200,1136,201,6.05,25,5.9,87,11.21,397,11,0.6,422,8.7,55,2.98,74,4.02,253,12.55,15.61,21.54,2447,2136,0,42,64,24,67,34,42,33,5,0.872905599,0.043318349,0.037188394,0.031058439,0.015529219
ACSSF,nc,4679,37,93,970109,14000US37093970109,9701.09,Hoke County,37093970109,3887,629.0038,761,1406,19.58,36.17,331,8.52,28.1,28.8,26.8,1568,1163,0,40.34,29.92,0,1149,29.56,370,17.3,5.8,243,21.02,57639,223,19.29,2002,167100,1024,311,14.47,15,4.53,100,9.17,437,30,2.6,464,12.76,35,3.03,56,4.84,236,18.9,50.58,37.8,1540,1382,0,31,49,20,40,4,8,6,0,0.897402597,0.051948052,0.038961039,0.007792208,0.003896104
ACSSF,nc,4680,37,93,970201,14000US37093970201,9702.01,Hoke County,37093970201,4990,95.02919,198,866,3.97,17.35,728,14.59,44,43.6,46.4,2242,1698,61,44.93,34.03,1.22,269,5.39,510,14.18,6.99,283,18.52,46667,590,38.61,1993,158700,623,500,18.92,147,21.15,330,24.98,308,105,6.87,479,11.65,287,18.78,237,15.51,558,32.2,26.3,20.16,3101,2836,0,20,42,19,41,35,40,65,3,0.914543696,0.01999355,0.019348597,0.024185747,0.02192841
ACSSF,nc,4681,37,93,970202,14000US37093970202,9702.02,Hoke County,37093970202,3711,61.37571,335,1081,9.03,29.13,399,10.75,30.9,31.3,30.6,1616,1235,0,43.55,33.28,0,514,13.85,248,11.25,8.57,238,19.44,39944,405,33.09,1994,116800,793,550,24.65,39,9.77,336,27.21,334,72,5.88,432,12.08,182,14.87,141,11.52,499,33.51,54.49,27.29,2720,2416,1,63,36,31,68,26,52,27,0,0.888602941,0.036397059,0.036397059,0.028676471,0.009926471
ACSSF,nc,4682,37,93,970300,14000US37093970300,9703,Hoke County,37093970300,4723,800.1277,146,1018,3.09,21.55,1013,21.45,47.5,42.5,51.6,1359,2385,0,28.77,50.5,0,480,10.16,521,15.47,3.84,331,16.81,29549,796,40.43,1972,128100,704,814,32.11,84,9.81,958,43.37,848,327,16.61,642,14.59,472,23.97,423,21.48,120,5.27,56.96,43.07,2845,2531,0,36,79,26,93,32,32,15,1,0.889630931,0.040421793,0.041827768,0.022495606,0.005623902
ACSSF,nc,4683,37,93,970401,14000US37093970401,9704.01,Hoke County,37093970401,3685,83.08858,205,719,5.56,19.51,593,16.09,36.9,29.5,38.8,1382,423,3,37.5,11.48,0.08,447,12.13,575,21.26,12.43,268,18.61,39049,544,37.78,1987,95700,616,554,23.63,97,16.36,69,16.95,430,56,3.89,630,17.15,244,16.94,219,15.21,729,44.4,51.16,29.86,2508,2110,3,60,63,60,75,43,64,28,2,0.842503987,0.049043062,0.053827751,0.042663477,0.011961722
ACSSF,nc,4684,37,93,970402,14000US37093970402,9704.02,Hoke County,37093970402,2725,75.66978,138,574,5.06,21.06,458,16.81,36.4,34.8,37.6,420,899,62,15.41,32.99,2.28,351,12.88,600,31.5,8.46,179,19.16,32417,436,46.68,1986,65900,628,500,29.53,59,12.88,210,23.36,246,88,9.42,554,20.4,311,33.3,272,29.12,460,44.53,30.08,26.34,2097,1804,0,39,71,22,76,48,33,4,0,0.860276586,0.052455889,0.046733429,0.038626609,0.001907487
ACSSF,nc,4685,37,93,980100,14000US37093980100,9801,Hoke County,37093980100,25,0.1793731,0,0,0,0,13,52,NA,NA,NA,25,0,0,100,0,0,0,0,25,100,0,0,0,NA,12,100,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,12,100,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACSSF,nc,4686,37,95,920101,14000US37095920101,9201.01,Hyde County,37095920101,2454,8.921229,179,741,7.29,30.2,380,15.48,46.7,41.6,48.3,1563,608,0,63.69,24.78,0,541,22.05,419,24.5,2.61,236,22.58,48040,407,38.95,1983,162500,733,339,25.43,60,15.79,322,52.96,269,32,3.06,547,22.29,306,29.28,193,18.47,221,12.95,30.48,25.74,4088,77,13,147,385,932,763,402,731,601,37,0.022015656,0.130136986,0.41462818,0.277152642,0.156066536
ACSSF,nc,4687,37,95,920102,14000US37095920102,9201.02,Hyde County,37095920102,2243,6.650437,87,215,3.88,9.59,589,26.26,43.1,40.5,51.2,1338,710,0,59.65,31.65,0,115,5.13,351,18.4,11.6,369,38.64,49702,379,39.69,1990,95900,1329,231,22.36,0,0,94,22.07,318,0,0,278,15.62,209,21.88,133,13.93,241,18.93,51.57,33.3,3414,167,3,38,74,128,382,285,732,1535,70,0.049794962,0.032806093,0.149384886,0.297891037,0.470123023
ACSSF,nc,4688,37,95,990100,14000US37095990100,9901,Hyde County,37095990100,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ACSSF,nc,4689,37,95,990200,14000US37095990200,9902,Hyde County,37095990200,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
ACSSF,nc,4690,37,97,60100,14000US37097060100,601,Iredell County,37097060100,6152,2250.79,244,1433,3.97,23.29,1300,21.13,41.1,38.2,41.7,3809,1891,10,61.91,30.74,0.16,962,15.64,477,11.14,4.38,701,26.55,46289,823,31.17,1972,177600,792,559,16.51,87,7.03,625,33.16,1110,83,3.14,484,8,178,6.74,207,7.84,17,0.6,62.34,42.05,2684,2440,0,10,21,23,43,29,57,56,5,0.909090909,0.011549925,0.024590164,0.032041729,0.022727273
ACSSF,nc,4691,37,97,60200,14000US37097060200,602,Iredell County,37097060200,2197,885.5773,150,558,6.83,25.4,241,10.97,33,27.3,40.7,370,1295,0,16.84,58.94,0,450,20.48,242,17.94,13.41,345,41.47,33971,216,25.96,1962,111700,772,323,23.1,43,17.84,463,35.75,436,94,11.3,548,24.94,171,20.55,138,16.59,24,2.39,45.87,52.4,1301,1168,0,7,7,3,25,18,22,37,14,0.897770945,0.010760953,0.021521906,0.03074558,0.039200615
ACSSF,nc,4692,37,97,60300,14000US37097060300,603,Iredell County,37097060300,2659,1036.249,125,707,4.7,26.59,265,9.97,32.5,29,33.6,1007,1129,9,37.87,42.46,0.34,798,30.01,444,26.19,10.76,366,37.89,37119,296,30.64,1950,69000,776,368,21.81,59,22.26,174,15.44,456,83,8.59,511,19.22,94,9.73,87,9.01,111,9.56,42.54,47.2,1733,1610,0,5,22,18,17,12,17,20,12,0.929024812,0.015579919,0.020196192,0.016733987,0.018465089
ACSSF,nc,4693,37,97,60400,14000US37097060400,604,Iredell County,37097060400,4256,883.6143,311,907,7.31,21.31,657,15.44,38.6,35.5,48,1805,1870,0,42.41,43.94,0,654,15.37,648,21.25,5.92,432,26.02,41098,605,36.45,1965,103800,589,435,16.16,142,21.61,629,33.64,772,152,9.16,887,20.84,306,18.43,216,13.01,70,3.74,42.88,46.51,2460,2270,0,8,24,13,27,22,38,49,9,0.922764228,0.01300813,0.016260163,0.024390244,0.023577236
ACSSF,nc,4694,37,97,60500,14000US37097060500,605,Iredell County,37097060500,3915,2205.861,128,672,3.27,17.16,609,15.56,44.6,37,47,2524,1053,2,64.47,26.9,0.05,311,7.94,341,11.9,9.69,488,28.74,47411,488,28.74,1963,148800,673,199,8.7,24,3.94,114,12.65,755,79,4.65,359,10.12,233,13.72,264,15.55,27,1.44,30.73,44.46,2077,1911,0,15,10,9,15,33,33,43,8,0.920077034,0.012036591,0.011555128,0.031776601,0.024554646
